symbol,company_name,sector,industry,market_cap_category,exchange,beta,average_volume_90_days,has_dividend,ipo_year
SBRA,Sabra Health Care REIT,Real Estate,Health Care REITs,Mid,NMS,0.636,2719945.0,Yes,
SCI,Service Corp Intl,Consumer Discretionary,Specialized Consumer Services,Mid,NYQ,0.996,1079979.0,Yes,
SEIC,SEI Investments Company,Financials,Asset Management & Custody Banks,Mid,NMS,0.947,755754.0,Yes,
SF,Stifel,Financials,Investment Banking & Brokerage,Mid,NYQ,1.133,1488937.0,Yes,
SFM,Sprouts Farmers Market,Consumer Staples,Food Retail,Mid,NMS,0.7,2944222.0,No,
SGI,Somnigroup International,Consumer Discretionary,Home Furnishings,Mid,NYQ,1.268,1860254.0,Yes,
SHC,Sotera Health,Health Care,Health Care Services,Mid,NMS,1.876,2299633.0,No,
SIGI,Selective Insurance Group,Financials,Property & Casualty Insurance,Mid,NMS,0.209,539691.0,Yes,
SLAB,Silicon Labs,Information Technology,Semiconductors,Mid,NMS,1.501,761425.0,No,
SLGN,Silgan Holdings,Materials,"Metal, Glass & Plastic Containers",Mid,NYQ,0.668,958815.0,Yes,
SLM,SLM Corp,Financials,Consumer Finance,Mid,NMS,1.164,3728662.0,Yes,
SMG,Scotts Miracle-Gro Company,Materials,Fertilizers & Agricultural Chemicals,Mid,NYQ,1.923,855959.0,Yes,
SNX,TD Synnex,Information Technology,Technology Distributors,Mid,NYQ,1.303,723122.0,Yes,
SON,Sonoco,Materials,Paper & Plastic Packaging Products & Materials,Mid,NYQ,0.483,988957.0,Yes,
SPXC,SPX Technologies,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.307,390596.0,No,
SR,Spire,Utilities,Gas Utilities,Mid,NYQ,0.633,380167.0,Yes,
SSB,South State Bank,Financials,Regional Banks,Mid,NYQ,0.734,848627.0,Yes,
SSD,Simpson Manufacturing,Industrials,Building Products,Mid,NYQ,1.346,254383.0,Yes,
ST,Sensata Technologies,Industrials,Electrical Components & Equipment,Mid,NYQ,1.14,1899640.0,Yes,
STAG,STAG Industrial,Real Estate,Industrial REITs,Mid,NYQ,1.034,1442035.0,Yes,
STRL,Sterling Infrastructure,Industrials,Construction & Engineering,Mid,NMS,1.502,501367.0,No,
STWD,Starwood Property Trust,Financials,Mortgage REITs,Mid,NYQ,1.114,3645425.0,Yes,
SWX,Southwest Gas Corp,Utilities,Gas Utilities,Mid,NYQ,0.603,653664.0,Yes,
SYNA,Synaptics,Information Technology,Semiconductors,Mid,NMS,1.691,750277.0,No,
TCBI,Texas Capital Bancshares,Financials,Regional Banks,Mid,NMS,0.687,473381.0,No,
TEX,Terex,Industrials,Construction Machinery & Heavy Transportation Equipment,Mid,NYQ,1.609,1934567.0,Yes,
THC,Tenet Health,Health Care,Health Care Facilities,Mid,NYQ,1.412,1017567.0,No,
THG,Hanover Insurance,Financials,Property & Casualty Insurance,Mid,NYQ,0.287,338528.0,Yes,
THO,Thor Industries,Consumer Discretionary,Leisure Products,Mid,NYQ,1.401,621584.0,Yes,
TKR,Timken,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.181,806401.0,Yes,
TLN,Talen Energy,Utilities,Independent Power Producers & Energy Traders,Mid,NMS,1.615,855491.0,No,
TMHC,Taylor Morrison,Consumer Discretionary,Homebuilding,Mid,NYQ,1.562,1050257.0,No,
TNL,Travel + Leisure Co.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Mid,NYQ,1.352,625408.0,Yes,
TOL,Toll Brothers,Consumer Discretionary,Homebuilding,Mid,NYQ,1.451,1244588.0,Yes,
TREX,Trex,Industrials,Building Products,Mid,NYQ,1.6,2006720.0,No,
TRU,TransUnion,Industrials,Research & Consulting Services,Mid,NYQ,1.698,2707657.0,Yes,
TTC,Toro,Industrials,Agricultural & Farm Machinery,Mid,NYQ,0.802,971355.0,Yes,
TTEK,Tetra Tech,Industrials,Construction & Engineering,Mid,NMS,0.92,2770349.0,Yes,
TTMI,TTM Technologies,Information Technology,Electronic Manufacturing Services,Mid,NMS,1.761,2508220.0,No,
TWLO,Twilio,Information Technology,Systems Software,Mid,NYQ,1.352,2397694.0,No,
TXNM,TXNM Energy,Utilities,Electric Utilities,Mid,NYQ,0.172,1113550.0,Yes,
TXRH,Texas Roadhouse,Consumer Discretionary,Restaurants,Mid,NMS,0.866,951252.0,Yes,
UBSI,United Bankshares,Financials,Regional Banks,Mid,NMS,0.774,924666.0,Yes,
UFPI,UFP Industries,Industrials,Building Products,Mid,NMS,1.429,364071.0,Yes,
UGI,UGI Corp,Utilities,Gas Utilities,Mid,NYQ,1.087,2034811.0,Yes,
ULS,UL Solutions,Industrials,,Mid,NYQ,,1012532.0,Yes,
UMBF,UMB Financial Corp.,Financials,Regional Banks,Mid,NMS,0.773,540566.0,Yes,
UNM,Unum,Financials,Life & Health Insurance,Mid,NYQ,0.182,1660589.0,Yes,
USFD,US Foods,Consumer Staples,Food Distributors,Mid,NYQ,0.978,2891296.0,No,
UTHR,United Therapeutics,Health Care,Biotechnology,Mid,NMS,0.859,424925.0,No,
VAL,Valaris,Energy,Oil & Gas Drilling,Mid,NYQ,1.072,1606177.0,No,
VC,Visteon,Consumer Discretionary,Automotive Parts & Equipment,Mid,NMS,1.172,586506.0,Yes,
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Mid,NYQ,1.675,6730176.0,Yes,
VLY,Valley Bank,Financials,Regional Banks,Mid,NMS,1.065,8112588.0,Yes,
VMI,Valmont Industries,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.207,149249.0,Yes,
VNO,Vornado Realty Trust,Real Estate,Office REITs,Mid,NYQ,1.532,1980977.0,Yes,
VNOM,Viper Energy,Energy,Oil & Gas Storage & Transportation,Mid,NMS,0.329,3275815.0,Yes,
VNT,Vontier,Information Technology,Electronic Equipment & Instruments,Mid,NYQ,1.292,1140300.0,Yes,
VOYA,Voya Financial,Financials,Multi-Sector Holdings,Mid,NYQ,0.892,1007866.0,Yes,
VVV,Valvoline,Consumer Discretionary,Automotive Retail,Mid,NYQ,1.167,1961742.0,No,
WAL,Western Alliance Bancorporation,Financials,Regional Banks,Mid,NYQ,1.344,1336679.0,Yes,
WBS,Webster Bank,Financials,Regional Banks,Mid,NYQ,1.039,4247564.0,Yes,
WCC,WESCO International,Industrials,Trading Companies & Distributors,Mid,NYQ,1.451,581474.0,Yes,
WEX,WEX Inc.,Financials,Transaction & Payment Processing Services,Mid,NYQ,0.979,447194.0,No,
WFRD,Weatherford International,Energy,Oil & Gas Equipment & Services,Mid,NMS,0.739,1312388.0,Yes,
WH,Wyndham Hotels & Resorts,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Mid,NYQ,0.723,1372505.0,Yes,
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,Mid,NYQ,1.2,2490147.0,Yes,
WING,Wingstop,Consumer Discretionary,Restaurants,Mid,NMS,1.861,864528.0,Yes,
WLK,Westlake Corporation,Materials,Specialty Chemicals,Mid,NYQ,0.828,1369240.0,Yes,
WMG,Warner Music Group,Communication Services,Movies & Entertainment,Mid,NMS,1.263,2289544.0,Yes,
WMS,Advanced Drainage Systems,Industrials,Building Products,Mid,NYQ,1.305,762679.0,Yes,
WPC,W. P. Carey,Real Estate,Diversified REITs,Mid,NYQ,0.77,1325164.0,Yes,
WSO,Watsco,Industrials,Trading Companies & Distributors,Mid,NYQ,1.013,404276.0,Yes,
WTFC,Wintrust Financial,Financials,Regional Banks,Mid,NMS,0.856,499240.0,Yes,
WTRG,Essential Utilities,Utilities,Water Utilities,Mid,NYQ,0.797,2445944.0,Yes,
WTS,Watts Water Technologies,Industrials,Building Products,Mid,NYQ,1.234,187230.0,Yes,
WWD,"Woodward, Inc.",Industrials,Electrical Components & Equipment,Mid,NMS,0.964,633174.0,Yes,
XPO,"XPO, Inc.",Industrials,Cargo Ground Transportation,Mid,NYQ,1.722,1736474.0,No,
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,Mid,NMS,0.93,4807928.0,Yes,
YETI,Yeti Holdings,Consumer Discretionary,Leisure Products,Mid,NYQ,1.77,1497491.0,No,
ZION,Zions Bancorporation,Financials,Regional Banks,Mid,NMS,0.822,1813674.0,Yes,
AAMI,Acadian Asset Management Inc.,Financials,Asset Management & Custody Banks,Small,NYQ,1.305,258752.0,Yes,
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,Automotive Retail,Small,NYQ,1.108,2003945.0,Yes,
AAT,American Assets Trust,Real Estate,Diversified REITs,Small,NYQ,0.956,457230.0,Yes,
ABCB,Ameris Bancorp,Financials,Regional Banks,Small,NYQ,0.964,546323.0,Yes,
ABG,Asbury Automotive Group,Consumer Discretionary,Automotive Retail,Small,NYQ,0.774,219113.0,No,
ABM,"ABM Industries, Inc.",Industrials,Environmental & Facilities Services,Small,NYQ,0.684,630959.0,Yes,
ABR,Arbor Realty Trust,Financials,Mortgage REITs,Small,NYQ,1.34,4234906.0,Yes,
ACA,"Arcosa, Inc.",Industrials,Construction & Engineering,Small,NYQ,0.982,281903.0,Yes,
ACAD,Acadia Pharmaceuticals,Health Care,Pharmaceuticals,Small,NMS,0.807,1589854.0,No,
ACHC,Acadia Healthcare,Health Care,Health Care Facilities,Small,NMS,0.735,3690372.0,No,
ACIW,ACI Worldwide,Information Technology,Application Software,Small,NMS,1.084,810455.0,No,
ACLS,"Axcelis Technologies, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.761,760857.0,No,
ACMR,"ACM Research, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NGM,1.558,1493174.0,No,
ACT,"Enact Holdings, Inc.",Financials,Commercial & Residential Mortgage Finance,Small,NMS,0.506,321527.0,Yes,
ADAM,"Adamas Trust, Inc.",Real Estate,Mortgage REITs,Small,NMS,1.144,678833.0,Yes,
ADEA,"Adeia, Inc.",Information Technology,IT Consulting & Other Services,Small,NMS,0.948,863201.0,Yes,
ADMA,"ADMA Biologics, Inc.",Health Care,Biotechnology,Small,NGM,0.593,2863149.0,No,
ADNT,Adient,Consumer Discretionary,Automotive Parts & Equipment,Small,NYQ,1.519,1084754.0,No,
ADT,ADT Inc.,Consumer Discretionary,Specialized Consumer Services,Small,NYQ,0.986,10602047.0,Yes,
ADUS,Addus HomeCare Corp.,Health Care,Health Care Services,Small,NMS,0.934,227374.0,No,
AEO,American Eagle Outfitters,Consumer Discretionary,Apparel Retail,Small,NYQ,1.348,5785672.0,Yes,
AESI,"Atlas Energy Solutions, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,1.262,2659216.0,Yes,
AGO,Assured Guaranty Ltd.,Financials,Property & Casualty Insurance,Small,NYQ,0.925,291016.0,Yes,
AGYS,"Agilysys, Inc.",Information Technology,Application Software,Small,NMS,0.422,343276.0,No,
AHCO,AdaptHealth Corp.,Health Care,Health Care Equipment,Small,NCM,1.72,1222191.0,No,
AHH,"Armada Hoffler Properties, Inc.",Real Estate,Diversified REITs,Small,NYQ,1.065,915406.0,Yes,
AIN,Albany International Corp.,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.178,304845.0,Yes,
AIR,AAR CORP.,Industrials,Aerospace & Defense,Small,NYQ,1.199,496723.0,No,
AKR,Acadia Realty Trust,Real Estate,Retail REITs,Small,NYQ,1.116,1285633.0,Yes,
AL,Air Lease Corporation,Industrials,Passenger Airlines,Small,NYQ,1.116,1893676.0,Yes,
ALG,Alamo Group,Industrials,Construction Machinery & Heavy Transportation Equipment,Small,NYQ,1.112,129664.0,Yes,
ALGT,Allegiant Travel Company,Industrials,Passenger Airlines,Small,NMS,1.572,535674.0,No,
ALKS,Alkermes plc,Health Care,Pharmaceuticals,Small,NMS,0.492,2042303.0,No,
ALRM,"Alarm.Com, Inc.",Financials,Application Software,Small,NMS,0.809,429410.0,No,
AMN,"Amn Healthcare Services, Inc.",Health Care,Health Care Services,Small,NYQ,0.233,1381061.0,No,
AMPH,"Amphstar Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Small,NMS,0.921,469272.0,No,
AMR,"Alpha Metallurgical Resources, Inc.",Materials,Steel,Small,NYQ,0.882,278516.0,No,
AMRX,Amneal Pharmaceuticals,Health Care,Pharmaceuticals,Small,NMS,1.296,2615423.0,No,
AMSF,"Amerisafe, Inc.",Financials,Property & Casualty Insurance,Small,NMS,0.373,181289.0,Yes,
AMTM,Amentum,Industrials,Diversified Support Services,Small,NYQ,,2095883.0,No,
AMWD,American Woodmark Corp.,Industrials,Building Products,Small,NMS,1.274,192328.0,No,
ANDE,"The Andersons, Inc.",Consumer Staples,Food Distributors,Small,NMS,0.753,316044.0,Yes,
ANGI,Angi Inc.,Communication Services,Advertising,Small,NMS,1.83,1182252.0,No,
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Small,NGM,0.462,440140.0,No,
AORT,Artivion,Health Care,Health Care Equipment,Small,NYQ,1.643,385308.0,No,
AOSL,"Alpha and Omega Semiconductor, Ltd.",Information Technology,Semiconductors,Small,NMS,2.031,339132.0,No,
APAM,"Artisan Partners Asset Management, Inc.",Financials,Asset Management & Custody Banks,Small,NYQ,1.758,634649.0,Yes,
APLE,"Apple Hospitality REIT, Inc.",Real Estate,Hotel & Resort REITs,Small,NYQ,0.817,2384523.0,Yes,
APLS,"Apellis Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Small,NMS,0.29,2767901.0,No,
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products,Small,NMS,1.057,263044.0,Yes,
ARCB,ArcBest Corp.,Industrials,Cargo Ground Transportation,Small,NMS,1.442,360077.0,Yes,
ARI,Apollo Commercial Real Estate Finance,Real Estate,Mortgage REITs,Small,NYQ,1.564,1320223.0,Yes,
ARLO,Arlo Technologies,Information Technology,Communications Equipment,Small,NYQ,1.699,1445662.0,No,
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,0.912,1591396.0,Yes,
ARR,Armour Residential REIT,Real Estate,Mortgage REITs,Small,NYQ,1.424,3661372.0,Yes,
ASO,Academy Sports + Outdoors,Consumer Discretionary,Specialty Stores,Small,NMS,1.214,1552808.0,Yes,
ASTE,"Astec Industries, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,Small,NMS,1.366,228549.0,Yes,
ASTH,"Astrana Health, Inc.",Health Care,Health Care Facilities,Small,NCM,0.899,542447.0,No,
ATEN,"A10 Networks, Inc.",Information Technology,Systems Software,Small,NYQ,1.225,839191.0,Yes,
ATGE,Adtalem Global Education,Consumer Discretionary,Education Services,Small,NYQ,0.71,439223.0,No,
AUB,"Atlantic Union Bankshares, Corp.",Financials,Regional Banks,Small,NYQ,0.81,1070593.0,Yes,
AVA,Avista Corporation,Utilities,Multi-Utilities,Small,NYQ,0.211,665861.0,Yes,
AVNS,"Avanos Medical, Inc.",Health Care,Health Care Supplies,Small,NYQ,1.09,597310.0,No,
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products,Small,NYQ,1.332,565347.0,Yes,
AWR,American States Water Company,Utilities,Water Utilities,Small,NYQ,0.68,249928.0,Yes,
AX,"Axos Financial, Inc.",Financials,Regional Banks,Small,NYQ,1.289,389874.0,No,
AXL,"American Axle & Manufacturing, Inc.",Consumer Discretionary,Automotive Parts & Equipment,Small,NYQ,1.59,4114193.0,No,
AZTA,"Azenta, Inc.",Health Care,Life Sciences Tools & Services,Small,NMS,1.401,812683.0,No,
AZZ,"AZZ, Inc.",Industrials,Heavy Electrical Equipment,Small,NYQ,1.128,178042.0,Yes,
BANC,"Banc Of California, Inc.",Financials,Regional Banks,Small,NYQ,1.13,2726266.0,Yes,
BANF,Bancfirst Corp,Financials,Regional Banks,Small,NMS,0.63,133774.0,Yes,
BANR,Banner Corporation,Financials,Regional Banks,Small,NMS,0.886,307901.0,Yes,
BBT,Beacon Financial Corp.,Financials,Regional Banks,Small,NYQ,,799455.0,Yes,
BCC,Boise Cascade,Industrials,Building Products,Small,NYQ,1.186,434855.0,Yes,
BCPC,Balchem Corporation,Materials,Specialty Chemicals,Small,NMS,0.938,171762.0,Yes,
BFH,"Bread Financial Holdings, Inc.",Financials,Consumer Finance,Small,NYQ,1.204,838269.0,Yes,
BFS,"Saul Centers, Inc.",Real Estate,Retail REITs,Small,NYQ,0.949,69650.0,Yes,
BGC,"BGC Group, Inc.",Financials,Investment Banking & Brokerage,Small,NMS,0.999,2352596.0,Yes,
BHE,"Benchmark Electronics, Inc.",Information Technology,Electronic Manufacturing Services,Small,NYQ,0.991,310806.0,Yes,
BJRI,"BJ's Restaurants, Inc.",Consumer Discretionary,Restaurants,Small,NMS,1.321,368991.0,No,
BKE,"The Buckle, Inc.",Consumer Discretionary,Apparel Retail,Small,NYQ,1.088,494315.0,Yes,
BKU,"BankUnited, Inc.",Financials,Regional Banks,Small,NYQ,1.277,907428.0,Yes,
BL,"BlackLine Systems, Inc.",Information Technology,Application Software,Small,NMS,0.943,1205123.0,No,
BLFS,"BioLife Solutions, Inc.",Health Care,Health Care Supplies,Small,NCM,1.944,410518.0,No,
BLMN,"Bloomin' Brands, Inc.",Consumer Discretionary,Restaurants,Small,NMS,1.091,2874852.0,Yes,
BMI,"Badger Meter, Inc.",Information Technology,Electronic Equipment & Instruments,Small,NYQ,0.92,391103.0,Yes,
BOH,Bank of Hawaii,Financials,Regional Banks,Small,NYQ,0.724,432279.0,Yes,
BOOT,"Boot Barn Holdings, Inc.",Consumer Discretionary,Apparel Retail,Small,NYQ,1.676,650091.0,No,
BOX,"Box, Inc.",Information Technology,Application Software,Small,NYQ,0.74,2654679.0,No,
BRC,Brady Corporation,Industrials,Commercial Printing,Small,NYQ,0.6,210744.0,Yes,
BTSG,"BrightSpring Health Services, Inc.",Health Care,Health Care Services,Small,NMS,2.327,2332735.0,No,
BTU,"Peabody Energy, Inc.",Energy,Coal & Consumable Fuels,Small,NYQ,0.634,3101105.0,Yes,
BXMT,"Blackstone Mortgage Trust, Inc.",Financials,Mortgage REITs,Small,NYQ,1.072,1385550.0,Yes,
CABO,Cable One,Communication Services,Cable & Satellite,Small,NYQ,0.713,161203.0,Yes,
CAKE,"The Cheesecake Factory, Inc.",Consumer Discretionary,Restaurants,Small,NMS,0.953,1378686.0,Yes,
CALM,"Cal-Maine Foods, Inc.",Consumer Staples,Packaged Foods & Meats,Small,NMS,0.248,1221427.0,Yes,
CALX,Calix,Information Technology,Application Software,Small,NYQ,1.546,1074861.0,No,
CALY,Callaway Golf Company,Consumer Discretionary,Leisure Products,Small,NYQ,0.989,3065598.0,No,
CARG,CarGurus,Communication Services,Interactive Media & Services,Small,NMS,1.414,1245903.0,No,
CARS,Cars.com,Communication Services,Interactive Media & Services,Small,NYQ,1.483,1257922.0,No,
CASH,"Pathward Financial, Inc.",Financials,Regional Banks,Small,NMS,0.747,271367.0,Yes,
CATY,Cathay General Bancorp,Financials,Regional Banks,Small,NMS,0.837,475988.0,Yes,
CBRL,Cracker Barrel,Consumer Discretionary,Restaurants,Small,NMS,1.216,1413688.0,Yes,
CBU,"Community Bank System, Inc.",Financials,Regional Banks,Small,NYQ,0.794,246194.0,Yes,
CC,Chemours,Materials,Diversified Chemicals,Small,NYQ,1.561,3491528.0,Yes,
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Alternative Carriers,Small,NMS,0.777,1192547.0,Yes,
CCS,"Century Communities, Inc.",Consumer Discretionary,Homebuilding,Small,NYQ,1.527,282001.0,Yes,
CE,Celanese,Materials,Specialty Chemicals,Small,NYQ,1.055,2485359.0,Yes,
CENT,Central Garden & Pet Company,Consumer Staples,Household Products,Small,NMS,0.529,76384.0,No,
CENTA,Central Garden & Pet Company (Class A),Consumer Staples,Household Products,Small,NMS,0.529,271261.0,No,
CENX,Century Aluminum Company,Materials,Aluminum,Small,NMS,2.123,2365396.0,No,
CERT,"Certara, Inc.",Health Care,Health Care Technology,Small,NMS,1.578,2853545.0,No,
CFFN,Capitol Federal Savings Bank,Financials,Regional Banks,Small,NMS,0.67,972269.0,Yes,
CHCO,City Holding Company,Financials,Regional Banks,Small,NMS,0.492,105801.0,Yes,
CHEF,"Chefs' Warehouse, Inc.",Consumer Staples,Food Distributors,Small,NMS,1.283,443164.0,No,
CLB,Core Laboratories,Energy,Oil & Gas Equipment & Services,Small,NYQ,1.168,376976.0,Yes,
CLSK,"CleanSpark, Inc.",Information Technology,Internet Services & Infrastructure,Small,NCM,3.563,25361557.0,No,
CNK,"Cinemark Holdings, Inc.",Communication Services,Movies & Entertainment,Small,NYQ,1.126,2582310.0,Yes,
CNMD,CONMED Corporation,Health Care,Health Care Equipment,Small,NYQ,0.904,554894.0,Yes,
CNR,"Core Natural Resources, Inc.",Energy,Coal & Consumable Fuels,Small,NYQ,0.384,856644.0,Yes,
CNS,"Cohen & Steers, Inc.",Financials,Asset Management & Custody Banks,Small,NYQ,1.259,347905.0,Yes,
CNXN,"PC Connection, Inc.",Information Technology,Technology Distributors,Small,NMS,0.84,82586.0,Yes,
COHU,"Cohu, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.293,791115.0,No,
COLL,"Collegium Pharmaceutical, Inc.",Health Care,Pharmaceuticals,Small,NMS,0.676,489552.0,No,
CON,"Concentra Group Holdings Parent, Inc.",Health Care,Health Care Services,Small,NYQ,,927603.0,Yes,
CORT,Corcept Therapeutics Incorporated,Health Care,Pharmaceuticals,Small,NCM,0.312,2294335.0,No,
CPF,Central Pacific Financial Corp.,Financials,Regional Banks,Small,NYQ,0.897,175247.0,Yes,
CPK,Chesapeake Utilities Corp.,Utilities,Gas Utilities,Small,NYQ,0.763,135418.0,Yes,
CPRX,"Catalyst Pharmaceuticals Partners, Inc.",Health Care,Biotechnology,Small,NCM,0.707,1224169.0,No,
CRC,California Resources Corporation,Energy,Oil & Gas Exploration & Production,Small,NYQ,1.153,951533.0,Yes,
CRGY,Crescent Energy Company,Energy,Oil & Gas Exploration & Production,Small,NYQ,1.175,7601896.0,Yes,
CRI,"Carter's, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Small,NYQ,1.052,1297340.0,Yes,
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas Exploration & Production,Small,NYQ,0.422,2471013.0,No,
CRSR,Corsair Gaming,Information Technology,"Technology Hardware, Storage & Peripherals",Small,NMS,1.556,2299296.0,No,
CRVL,CorVel Corporation,Health Care,Health Care Services,Small,NMS,1.113,239293.0,No,
CSGS,"CSG Systems International, Inc.",Industrials,Data Processing & Outsourced Services,Small,NMS,0.9,434649.0,Yes,
CSR,Centerspace Trust,Real Estate,Multi-Family Residential REITs,Small,NYQ,0.81,122291.0,Yes,
CSW,"CSW Industrials, Inc.",Industrials,Industrial Conglomerates,Small,NYQ,0.797,155286.0,Yes,
CTKB,"Cytek Biosciences, Inc.",Health Care,Health Care Equipment,Small,NMS,1.314,839108.0,No,
CTRE,"CareTrust REIT, Inc.",Real Estate,Health Care REITs,Small,NYQ,0.761,2521110.0,Yes,
CTS,CTS Corporation,Information Technology,Electronic Manufacturing Services,Small,NYQ,0.904,199749.0,Yes,
CUBI,"Customers Bancorp, Inc.",Financials,Regional Banks,Small,NYQ,1.636,402855.0,No,
CURB,Curbline Properties Corp.,Real Estate,Retail REITs,Small,NYQ,,827559.0,Yes,
CVBF,CVB Financial Corp.,Financials,Regional Banks,Small,NMS,0.684,1382566.0,Yes,
CVCO,"Cavco Industries, Inc.",Consumer Discretionary,Homebuilding,Small,NMS,1.277,201940.0,No,
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,Small,NYQ,1.141,1432301.0,Yes,
CWEN,"Clearway Energy, Inc. (Class C)",Utilities,Renewable Electricity,Small,NYQ,0.991,1037649.0,Yes,
CWEN-A,"Clearway Energy, Inc. (Class A)",Utilities,Renewable Electricity,Small,NYQ,0.991,270579.0,Yes,
CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,Small,NYQ,1.496,2088201.0,No,
CWST,"Casella Waste Systems, Inc.",Industrials,Environmental & Facilities Services,Small,NMS,0.784,753194.0,No,
CWT,California Water Service Group,Utilities,Water Utilities,Small,NYQ,0.632,390471.0,Yes,
CXM,"Sprinklr, Inc.",Information Technology,Application Software,Small,NYQ,0.777,2594198.0,No,
CXW,CoreCivic,Industrials,Diversified Support Services,Small,NYQ,0.656,1091840.0,No,
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,Small,NMS,1.977,6234857.0,No,
DAN,Dana Incorporated,Consumer Discretionary,Automotive Parts & Equipment,Small,NYQ,2.086,1628891.0,Yes,
DCOM,"Dime Community Bancshares, Inc.",Financials,Regional Banks,Small,NMS,1.103,288915.0,Yes,
DEA,"Easterly Government Properties, Inc.",Real Estate,Office REITs,Small,NYQ,0.953,474315.0,Yes,
DEI,Douglas Emmett,Real Estate,Office REITs,Small,NYQ,1.158,2752579.0,Yes,
DFH,"Dream Finders Homes, Inc.",Consumer Discretionary,Homebuilding,Small,NYQ,1.875,554308.0,No,
DFIN,"Donnelley Financial Solutions, Inc.",Financials,Financial Exchanges & Data,Small,NYQ,0.859,268962.0,No,
DGII,Digi International Inc.,Information Technology,Communications Equipment,Small,NMS,0.861,305781.0,No,
DIOD,Diodes Incorporated,Information Technology,Semiconductors,Small,NMS,1.626,409984.0,No,
DLX,Deluxe Corporation,Industrials,Commercial Printing,Small,NYQ,1.349,466298.0,Yes,
DNOW,NOW Inc,Industrials,Trading Companies & Distributors,Small,NYQ,0.821,3146883.0,No,
DOCN,"DigitalOcean Holdings, Inc.",Information Technology,Internet Services & Infrastructure,Small,NYQ,1.761,3180518.0,No,
DORM,"Dorman Products, Inc.",Consumer Discretionary,Automotive Parts & Equipment,Small,NMS,0.922,231401.0,No,
DRH,DiamondRock Hospitality Company,Real Estate,Hotel & Resort REITs,Small,NMS,1.003,2627759.0,Yes,
DV,"DoubleVerify Holdings, Inc.",Communication Services,Advertising,Small,NYQ,0.978,2752384.0,No,
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,Small,NYQ,1.041,2367577.0,No,
DXPE,"DXP Enterprises, Inc.",Industrials,Trading Companies & Distributors,Small,NMS,0.984,123905.0,No,
EAT,"Brinker International, Inc.",Consumer Discretionary,Restaurants,Small,NYQ,1.359,1228350.0,No,
ECG,"Everus Construction Group, Inc.",Industrials,Construction & Engineering,Small,NYQ,,686800.0,No,
ECPG,"Encore Capital Group, Inc.",Financials,Consumer Finance,Small,NMS,1.314,228355.0,No,
EFC,"Ellington Financial, Inc.",Financials,Specialized Finance,Small,NYQ,0.945,2195754.0,Yes,
EGBN,Eagle Bancorp Inc,Financials,Regional Banks,Small,NCM,1.006,362322.0,Yes,
EIG,"Employers Holdings, Inc.",Financials,Property & Casualty Insurance,Small,NYQ,0.503,290659.0,Yes,
EMBC,Embecta Corp.,Health Care,Health Care Equipment,Small,NMS,1.065,781754.0,Yes,
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,Small,NYQ,1.221,1718257.0,Yes,
ENOV,Enovis,Health Care,Health Care Equipment,Small,NYQ,1.598,1095754.0,No,
ENPH,Enphase Energy,Information Technology,Semiconductor Materials & Equipment,Small,NGM,1.374,6718016.0,No,
ENR,Energizer,Consumer Staples,Household Products,Small,NYQ,0.596,1299942.0,Yes,
ENVA,"Enova International, Inc.",Financials,Consumer Finance,Small,NYQ,1.217,306486.0,No,
EPAC,Enerpac Tool Group,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,0.958,376708.0,Yes,
EPC,Edgewell Personal Care,Consumer Staples,Household Products,Small,NYQ,0.516,726571.0,Yes,
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,Diversified REITs,Small,NYQ,0.989,1993237.0,Yes,
